"tcs_no","main","midblock_route","side_one_route","side_two_route","activation_date","latitude","longitude","count_date","peak_eight_hr_vehicle_volume","peak_eight_hr_pedestrian_volume"
177," BAYVIEW AVE ",""," RIVER ST ","",1959-09-30T00:00:00.0000000,43.6658821,-79.35737,2011-01-19T00:00:00.0000000,11198,103
178," DANFORTH AVE ",""," SIBLEY AVE ","",1964-04-09T00:00:00.0000000,43.6902733,-79.29267,2014-01-09T00:00:00.0000000,11764,1530
179," BAYVIEW AVE ",""," BROADWAY AVE ","",1961-05-10T00:00:00.0000000,43.7139,-79.37759,2017-07-08T00:00:00.0000000,16962,1133
180," DUNDAS ST W ",""," OSSINGTON AVE ","",1929-04-09T00:00:00.0000000,43.64934,-79.42078,2015-04-11T00:00:00.0000000,11860,7315
181," DUNDAS ST W ",""," LANSDOWNE AVE ","",1948-10-14T00:00:00.0000000,43.65014,-79.43971,2015-04-11T00:00:00.0000000,13572,2756
182," DUNDAS ST W ",""," DOVERCOURT RD ","",1955-05-16T00:00:00.0000000,43.6494446,-79.424736,2012-03-20T00:00:00.0000000,14775,3301
183," DUNDAS ST W ",""," BROCK AVE ","",1952-12-17T00:00:00.0000000,43.6498833,-79.4356,2015-04-08T00:00:00.0000000,10205,2094
184," YORKLAND RD ",""," HERONS HILL WAY "," PRIVATE ACCESS ",1981-06-25T00:00:00.0000000,43.7744141,-79.3371353,2012-07-16T00:00:00.0000000,9900,840
185," JANE ST ",""," DUNDAS ST W ","",1958-01-31T00:00:00.0000000,43.66569,-79.49117,2016-05-07T00:00:00.0000000,23158,1243
186," DUNDAS ST W ",""," RUNNYMEDE RD ","",1948-10-22T00:00:00.0000000,43.6655846,-79.4821,2016-05-07T00:00:00.0000000,18021,1280
187," DUNDAS ST W ",""," PACIFIC AVE ","",1961-09-29T00:00:00.0000000,43.6654358,-79.4685745,2016-05-10T00:00:00.0000000,9675,2789
188," DUNDAS ST W ",""," KEELE ST ","",1928-04-07T00:00:00.0000000,43.6653862,-79.46456,2016-05-07T00:00:00.0000000,19464,4643
189," BAYVIEW AVE "," 265m SOUTH OF "," POST RD "," PRIVATE ACCESS ",1978-01-13T00:00:00.0000000,43.7340775,-79.38142,2011-05-10T00:00:00.0000000,27993,564
190," DUFFERIN ST ",""," DUNDAS ST W ","",1948-11-17T00:00:00.0000000,43.6496239,-79.4314346,2015-04-11T00:00:00.0000000,14442,5244
191," EGLINTON AVE E ",""," BELLAMY RD N "," PRIVATE ACCESS ",1965-05-18T00:00:00.0000000,43.7402458,-79.23204,2012-03-28T00:00:00.0000000,15975,1508
192," EGLINTON AVE E ",""," MCCOWAN RD ","",1966-10-28T00:00:00.0000000,43.738842,-79.2384,2012-03-01T00:00:00.0000000,18352,987
193," BAY ST ",""," GROSVENOR ST ","",1966-11-21T00:00:00.0000000,43.6625175,-79.38637,2010-07-28T00:00:00.0000000,11998,6448
194," ST CLAIR AVE W ",""," EARLSCOURT AVE ","",1966-11-17T00:00:00.0000000,43.6769829,-79.4474258,2010-08-09T00:00:00.0000000,7138,1178
195," DIXON RD ",""," CITY VIEW DR "," KELFIELD ST ",1966-12-12T00:00:00.0000000,43.6902237,-79.577034,2016-11-29T00:00:00.0000000,21314,484
196," DUNDAS ST W ",""," BATHURST ST ","",1953-08-27T00:00:00.0000000,43.6522942,-79.40601,2015-04-11T00:00:00.0000000,15414,10194
197," GERRARD ST E ",""," SACKVILLE ST ","",1961-10-07T00:00:00.0000000,43.6625977,-79.364006,2009-07-22T00:00:00.0000000,9592,2707
198," SIMCOE ST ",""," ADELAIDE ST W ","",1960-05-13T00:00:00.0000000,43.6486359,-79.38656,2015-08-31T00:00:00.0000000,7279,6248
199," KING ST W ",""," SIMCOE ST ","",1960-05-13T00:00:00.0000000,43.64737,-79.38605,2017-05-17T00:00:00.0000000,8437,25628
200," BAYVIEW AVE ",""," BLYTHWOOD RD "," WELLNESS WAY ",1958-01-31T00:00:00.0000000,43.72098,-79.37893,2011-03-23T00:00:00.0000000,24828,765
201," KING ST W ",""," BATHURST ST ","",1928-06-15T00:00:00.0000000,43.6439056,-79.40267,2016-09-17T00:00:00.0000000,15478,7878
202," VICTORIA PARK AVE ",""," CRAIGTON DR "," JONESVILLE CRES ",1984-09-08T00:00:00.0000000,43.72671,-79.30348,2011-01-26T00:00:00.0000000,23584,1515
203," LAKE SHORE BLVD E ",""," LOWER SHERBOURNE ST ","",1953-02-26T00:00:00.0000000,43.6463,-79.3662949,2017-09-07T00:00:00.0000000,13327,952
204," HARBOUR ST ",""," YORK ST ","",1962-01-01T00:00:00.0000000,43.6410065,-79.38071,2009-04-21T00:00:00.0000000,13737,2168
205," LAKE SHORE BLVD W ",""," YORK ST ","",1958-01-01T00:00:00.0000000,43.64161,-79.38095,2012-08-21T00:00:00.0000000,24814,7285
206," LAKE SHORE BLVD E ",""," LESLIE ST ","",1955-12-14T00:00:00.0000000,43.6591072,-79.32838,2013-05-27T00:00:00.0000000,27371,764
207," LAKE SHORE BLVD E ",""," CARLAW AVE ","",1966-06-20T00:00:00.0000000,43.6550827,-79.33752,2012-10-15T00:00:00.0000000,31363,624
208," LAKE SHORE BLVD E ",""," DON ROADWAY "," DON VALLEY PARKWAY N ",1963-11-22T00:00:00.0000000,43.65107,-79.34697,2013-05-27T00:00:00.0000000,10974,41
209," LAKE SHORE BLVD E ",""," PARLIAMENT ST ","",1950-10-24T00:00:00.0000000,43.64776,-79.3612747,2012-08-16T00:00:00.0000000,15771,601
210," LAKE SHORE BLVD E ",""," LOWER JARVIS ST ","",1950-05-05T00:00:00.0000000,43.6455,-79.3698,2012-08-25T00:00:00.0000000,22735,1895
211," YONGE ST ",""," LAKE SHORE BLVD W ","",1932-03-15T00:00:00.0000000,43.6441956,-79.37586,2012-09-08T00:00:00.0000000,10520,2020
212," LAKE SHORE BLVD W ",""," BAY ST ","",1932-03-14T00:00:00.0000000,43.64317,-79.37791,2012-08-22T00:00:00.0000000,17008,13149
213," BAY ST ",""," HARBOUR ST ","",1932-03-14T00:00:00.0000000,43.6421,-79.37744,2009-06-09T00:00:00.0000000,18261,7776
214," ADELAIDE ST E ",""," PARLIAMENT ST ","",1964-06-11T00:00:00.0000000,43.65356,-79.36358,2010-07-29T00:00:00.0000000,9398,685
215," LAKE SHORE BLVD W ",""," SPADINA AVE "," LOWER SPADINA AVE ",1948-09-12T00:00:00.0000000,43.6384735,-79.3922,2012-10-06T00:00:00.0000000,24526,854
216," LAKE SHORE BLVD W ",""," FLEET ST "," BATHURST ST ",1942-04-13T00:00:00.0000000,43.6364441,-79.3996048,2013-05-27T00:00:00.0000000,26327,2277
217," EGLINTON AVE E ",""," FALMOUTH AVE "," GILDER DR ",1966-08-23T00:00:00.0000000,43.7355957,-79.2532043,2012-03-28T00:00:00.0000000,20253,1345
218," LAKE SHORE BLVD W ",""," BURLINGTON ST ","",1967-05-24T00:00:00.0000000,43.61729,-79.4873,2015-11-25T00:00:00.0000000,8502,1159
219," CHAPLIN CRES ",""," ROSELAWN AVE ","",1967-01-01T00:00:00.0000000,43.7057,-79.4239349,2015-06-08T00:00:00.0000000,8121,751
220," EGLINTON AVE E ",""," FORMAN AVE ","",1966-08-09T00:00:00.0000000,43.7092056,-79.38619,2011-05-24T00:00:00.0000000,14649,872
221," LAKE SHORE BLVD W ",""," STADIUM RD ","",1948-11-17T00:00:00.0000000,43.6358643,-79.40189,2011-05-26T00:00:00.0000000,21335,717
222," LAKE SHORE BLVD W ",""," STRACHAN AVE "," REMEMBRANCE DR ",1961-07-04T00:00:00.0000000,43.6345,-79.40872,2018-01-24T00:00:00.0000000,25571,163
223," RICHMOND ST E ",""," PARLIAMENT ST ","",1964-06-11T00:00:00.0000000,43.65455,-79.364,2012-03-12T00:00:00.0000000,14745,1642
224," LAKE SHORE BLVD W ",""," JAMESON AVE ","",1947-01-10T00:00:00.0000000,43.6333847,-79.4345856,2017-10-03T00:00:00.0000000,10490,252
225," CHURCH ST ",""," CHARLES ST E ","",1974-05-17T00:00:00.0000000,43.669426,-79.38248,2011-07-28T00:00:00.0000000,10905,3660
226," LAKE SHORE BLVD W ",""," PARKSIDE DR ","",1949-03-01T00:00:00.0000000,43.6383629,-79.45353,2013-08-13T00:00:00.0000000,30083,301
227," QUEENS PARK ",""," QUEENS PARK CRES W ","",1973-12-28T00:00:00.0000000,43.6660576,-79.39318,2016-11-10T00:00:00.0000000,18591,4063
228," LAKE SHORE BLVD W ",""," ELLIS AVE ","",1957-04-15T00:00:00.0000000,43.6362228,-79.46527,2016-10-04T00:00:00.0000000,34804,176
229," LAKE SHORE BLVD W ",""," WINDERMERE AVE "," PRIVATE ACCESS ",1955-12-04T00:00:00.0000000,43.63508,-79.46808,2016-10-04T00:00:00.0000000,37009,263
230," LAKE SHORE BLVD W ",""," PARK LAWN RD "," MARINE PARADE DR ",1958-01-31T00:00:00.0000000,43.6230049,-79.48114,2016-10-06T00:00:00.0000000,18994,1636
231," LAKE SHORE BLVD W ",""," SUPERIOR AVE ","",1958-01-31T00:00:00.0000000,43.61494,-79.48861,2015-11-25T00:00:00.0000000,8705,2785
232," LAKE SHORE BLVD W ",""," MIMICO AVE "," PRIVATE ACCESS ",1958-01-31T00:00:00.0000000,43.6137123,-79.48929,2015-11-25T00:00:00.0000000,7610,2022
233," LAKE SHORE BLVD W ",""," ROYAL YORK RD ","",1960-01-01T00:00:00.0000000,43.60363,-79.49311,2016-06-11T00:00:00.0000000,7179,400
234," LAKE SHORE BLVD W ",""," THIRD ST ","",1958-01-31T00:00:00.0000000,43.6017227,-79.5007248,2015-11-12T00:00:00.0000000,7960,1409
235," JANE ST ",""," 400 S JANE ST RAMP "," JANE ST BLACK CR S RAMP ",1981-06-07T00:00:00.0000000,43.71104,-79.50597,2011-06-16T00:00:00.0000000,26623,186
236," LAKE SHORE BLVD W ",""," TENTH ST ","",1958-01-31T00:00:00.0000000,43.6000061,-79.508606,2014-02-19T00:00:00.0000000,7847,1503
237," LAKE SHORE BLVD W ",""," KIPLING AVE "," COLONEL SAMUEL SMITH PARK DR ",1957-01-01T00:00:00.0000000,43.59816,-79.51694,2016-05-14T00:00:00.0000000,16881,1076
238," LAKE SHORE BLVD W ",""," TWENTY SECOND ST ","",1958-01-31T00:00:00.0000000,43.5972137,-79.52128,2014-01-29T00:00:00.0000000,15944,2967
239," LAKE SHORE BLVD W ",""," THIRTIETH ST ","",1958-01-31T00:00:00.0000000,43.59533,-79.52967,2014-02-18T00:00:00.0000000,11260,638
240," LAKE SHORE BLVD W ",""," LONG BRANCH AVE "," PRIVATE ACCESS ",1958-01-31T00:00:00.0000000,43.5943375,-79.5339355,2016-04-25T00:00:00.0000000,11202,786
241," LAKE SHORE BLVD W ",""," THIRTY SEVENTH ST "," PRIVATE ACCESS ",1958-01-31T00:00:00.0000000,43.5933838,-79.53809,2015-11-12T00:00:00.0000000,13675,1763
242," LAKE SHORE BLVD W ",""," BROWNS LINE ","",1960-02-23T00:00:00.0000000,43.5923538,-79.54259,2016-06-11T00:00:00.0000000,12072,987
243," LAKE SHORE BLVD W "," 127m EAST OF "," BROW DR "," PRIVATE ACCESS ",1958-01-31T00:00:00.0000000,43.5916862,-79.54382,2015-11-12T00:00:00.0000000,10946,280
244," PARLIAMENT ST ",""," FRONT ST E ","",1948-11-17T00:00:00.0000000,43.65155,-79.36273,2011-11-08T00:00:00.0000000,14319,1680
245," KING ST E ",""," PARLIAMENT ST ","",1948-11-17T00:00:00.0000000,43.65272,-79.36321,2013-08-13T00:00:00.0000000,10781,2650
246," QUEEN ST E ",""," PARLIAMENT ST ","",1982-08-15T00:00:00.0000000,43.65561,-79.36443,2009-07-28T00:00:00.0000000,10563,4769
247," PARLIAMENT ST ",""," SHUTER ST ","",1953-05-11T00:00:00.0000000,43.6569481,-79.364975,2009-07-29T00:00:00.0000000,8907,2584
248," DUNDAS ST E ",""," PARLIAMENT ST ","",1939-04-07T00:00:00.0000000,43.6594429,-79.36599,2015-04-18T00:00:00.0000000,11666,6698
249," PARLIAMENT ST ",""," GERRARD ST E ","",1948-11-17T00:00:00.0000000,43.6619568,-79.3670044,2011-05-26T00:00:00.0000000,13840,4702
250," PARLIAMENT ST ",""," CARLTON ST ","",1948-10-22T00:00:00.0000000,43.66427,-79.36796,2017-01-21T00:00:00.0000000,8226,7385
251," PARLIAMENT ST ",""," WELLESLEY ST E ","",1950-06-09T00:00:00.0000000,43.66816,-79.36954,2013-08-10T00:00:00.0000000,12878,4674
252," BLOOR ST E ",""," PARLIAMENT ST ","",1951-03-01T00:00:00.0000000,43.6720161,-79.3707657,2017-04-22T00:00:00.0000000,17264,481
253," SHERBOURNE ST ",""," FRONT ST E ","",1948-11-18T00:00:00.0000000,43.650383,-79.36789,2009-08-05T00:00:00.0000000,13597,4256
254," KING ST E ",""," SHERBOURNE ST ","",1948-11-22T00:00:00.0000000,43.6512833,-79.3682556,2010-08-10T00:00:00.0000000,10293,4473
255," SHERBOURNE ST ",""," ADELAIDE ST E ","",1962-03-21T00:00:00.0000000,43.65215,-79.36864,2015-12-02T00:00:00.0000000,11996,5275
256," SHERBOURNE ST ",""," RICHMOND ST E ","",1962-03-16T00:00:00.0000000,43.65338,-79.36912,2015-12-02T00:00:00.0000000,14364,5606
257," QUEEN ST E ",""," SHERBOURNE ST ","",1928-09-17T00:00:00.0000000,43.65453,-79.36944,2012-07-12T00:00:00.0000000,11522,4268
258," DUNDAS ST E ",""," SHERBOURNE ST ","",1927-12-21T00:00:00.0000000,43.6583023,-79.371,2015-04-13T00:00:00.0000000,11697,5541
259," SHERBOURNE ST ",""," GERRARD ST E ","",1948-10-20T00:00:00.0000000,43.66123,-79.3722153,2009-11-19T00:00:00.0000000,15254,2040
260," SHERBOURNE ST ",""," CARLTON ST ","",1941-07-13T00:00:00.0000000,43.6631966,-79.37304,2017-01-21T00:00:00.0000000,8143,4328
261," SHERBOURNE ST ",""," WELLESLEY ST E ","",1948-10-19T00:00:00.0000000,43.6670647,-79.37466,2012-09-04T00:00:00.0000000,13302,4262
262," BLOOR ST E ",""," SHERBOURNE ST "," SHERBOURNE ST N ",1928-09-08T00:00:00.0000000,43.6723175,-79.37684,2017-04-22T00:00:00.0000000,15339,6308
263," FRONT ST W ",""," SIMCOE ST "," LOWER SIMCOE ST ",1960-05-13T00:00:00.0000000,43.6447563,-79.38498,2015-06-16T00:00:00.0000000,11290,31351
264," SIMCOE ST ",""," WELLINGTON ST W ","",1960-05-13T00:00:00.0000000,43.64609,-79.38557,2017-02-02T00:00:00.0000000,9034,17868
265," DUNDAS ST W ",""," MC CAUL ST ","",1952-02-12T00:00:00.0000000,43.6543121,-79.39143,2015-04-13T00:00:00.0000000,10100,11071
266," DUNDAS ST W ",""," BEVERLEY ST ","",1948-09-30T00:00:00.0000000,43.65381,-79.39383,2013-03-28T00:00:00.0000000,11610,4911
267," RICHMOND ST W ",""," DUNCAN ST ","",1965-12-14T00:00:00.0000000,43.6495132,-79.38914,2012-07-11T00:00:00.0000000,8831,5417
268," RICHMOND ST W ",""," PETER ST ","",1965-12-14T00:00:00.0000000,43.6484261,-79.39326,2015-08-18T00:00:00.0000000,9004,7477
269," RICHMOND ST W ",""," JOHN ST ","",1963-11-26T00:00:00.0000000,43.64915,-79.39076,2017-06-13T00:00:00.0000000,8435,14291
270," ADELAIDE ST W ",""," PETER ST ","",1963-12-11T00:00:00.0000000,43.6473,-79.3928,2015-08-18T00:00:00.0000000,10387,9463
271," BLOOR ST W ",""," ST GEORGE ST ","",1928-07-31T00:00:00.0000000,43.66751,-79.39982,2018-01-11T00:00:00.0000000,12249,20185
272," SPADINA AVE ",""," FRONT ST W ","",1943-12-29T00:00:00.0000000,43.6427078,-79.3939,2016-09-17T00:00:00.0000000,19268,4619
273," SPADINA AVE ",""," KING ST W ","",1928-06-14T00:00:00.0000000,43.64545,-79.3950043,2016-09-17T00:00:00.0000000,17090,14705
274," SPADINA AVE ",""," ADELAIDE ST W ","",1941-12-06T00:00:00.0000000,43.64672,-79.39553,2016-09-17T00:00:00.0000000,16256,7818
275," SPADINA AVE ",""," RICHMOND ST W ","",1961-12-14T00:00:00.0000000,43.6479034,-79.39603,2016-09-17T00:00:00.0000000,14558,9693
276," SPADINA AVE ",""," QUEEN ST W ","",1927-06-15T00:00:00.0000000,43.64873,-79.39636,2016-09-17T00:00:00.0000000,15709,19460
277," SPADINA AVE ",""," DUNDAS ST W ","",1929-09-09T00:00:00.0000000,43.65294,-79.39802,2015-04-11T00:00:00.0000000,11107,26960
278," SPADINA AVE ",""," NASSAU ST ","",1952-05-31T00:00:00.0000000,43.65586,-79.39921,2012-08-22T00:00:00.0000000,6586,7440
279," SPADINA AVE ",""," COLLEGE ST ","",1928-06-28T00:00:00.0000000,43.65794,-79.40006,2017-01-14T00:00:00.0000000,14353,10810
280," SPADINA AVE ",""," HARBORD ST ","",1948-03-12T00:00:00.0000000,43.663063,-79.40211,2012-02-07T00:00:00.0000000,17579,7679
281," BLOOR ST W ",""," SPADINA AVE "," SPADINA RD ",1928-07-23T00:00:00.0000000,43.6666565,-79.4038,2018-01-24T00:00:00.0000000,16003,16470
282," BAYVIEW AVE ",""," ROSEDALE VALLEY RD ","",1961-09-27T00:00:00.0000000,43.6702347,-79.36019,2013-10-07T00:00:00.0000000,17633,3
283," DUNDAS ST E ",""," COXWELL AVE ","",1953-08-28T00:00:00.0000000,43.66866,-79.31752,2015-04-13T00:00:00.0000000,11544,1007
284," DUNDAS ST E ",""," WOODFIELD RD ","",1955-05-30T00:00:00.0000000,43.6678276,-79.32232,2015-04-02T00:00:00.0000000,8142,834
285," DUNDAS ST E ",""," GREENWOOD AVE ","",1954-06-22T00:00:00.0000000,43.6675758,-79.3266,2015-04-13T00:00:00.0000000,11219,1168
286," DUNDAS ST E ",""," LESLIE ST ","",1956-01-02T00:00:00.0000000,43.6667328,-79.33171,2013-04-22T00:00:00.0000000,7585,992
287," DUNDAS ST E ",""," JONES AVE ","",1954-08-23T00:00:00.0000000,43.6661644,-79.33428,2015-04-02T00:00:00.0000000,12020,1377
288," DUNDAS ST E ",""," PAPE AVE ","",1955-05-30T00:00:00.0000000,43.66539,-79.33923,2015-04-02T00:00:00.0000000,10320,1072
289," DUNDAS ST E ",""," CARLAW AVE ","",1955-01-17T00:00:00.0000000,43.6648254,-79.3416,2015-04-13T00:00:00.0000000,13161,1241
290," DUNDAS ST E ",""," LOGAN AVE ","",1955-10-26T00:00:00.0000000,43.6639328,-79.34387,2015-04-07T00:00:00.0000000,9975,821
291," DUNDAS ST E ",""," BOULTON AVE ","",1958-08-26T00:00:00.0000000,43.6631851,-79.3482056,2015-04-02T00:00:00.0000000,9276,1155
292," BROADVIEW AVE ",""," DUNDAS ST E ","",1948-10-14T00:00:00.0000000,43.6624451,-79.35136,2015-04-13T00:00:00.0000000,11422,2259
293," DUNDAS ST E ",""," RIVER ST ","",1953-03-13T00:00:00.0000000,43.66119,-79.35813,2015-04-14T00:00:00.0000000,14073,1407
294," DANFORTH AVE ",""," BROADVIEW AVE ","",1928-07-16T00:00:00.0000000,43.6761971,-79.3588257,2017-11-29T00:00:00.0000000,19400,12023
295," BLOOR ST E ",""," CASTLE FRANK RD "," PRIVATE ACCESS ",1952-12-12T00:00:00.0000000,43.6738358,-79.36812,2017-04-22T00:00:00.0000000,16611,1040
296," BATHURST ST ",""," QUEEN ST W ","",1928-06-15T00:00:00.0000000,43.6471977,-79.40399,2016-09-17T00:00:00.0000000,14588,10895
297," BATHURST ST ",""," FRONT ST W ","",1950-10-27T00:00:00.0000000,43.64073,-79.4013748,2016-09-17T00:00:00.0000000,12726,830
298," BATHURST ST ",""," RICHMOND ST W ","",1961-03-10T00:00:00.0000000,43.6464539,-79.40372,2015-08-18T00:00:00.0000000,11748,3918
299," LAKE SHORE BLVD W ",""," FLEET ST "," BASTION ST ",1957-02-07T00:00:00.0000000,43.6357079,-79.40353,2011-05-26T00:00:00.0000000,20230,132
300," COLLEGE ST ",""," BATHURST ST ","",1928-01-31T00:00:00.0000000,43.6564674,-79.40771,2015-04-11T00:00:00.0000000,14329,8776
301," EASTERN AVE ",""," COXWELL AVE ","",1955-12-14T00:00:00.0000000,43.6655045,-79.3162,2016-05-09T00:00:00.0000000,12217,533
302," EASTERN AVE ",""," LESLIE ST ","",1950-06-29T00:00:00.0000000,43.66156,-79.32948,2016-06-11T00:00:00.0000000,12068,1535
303," BATHURST ST ",""," HARBORD ST ","",1929-03-09T00:00:00.0000000,43.6615143,-79.4097443,2015-04-18T00:00:00.0000000,15337,3012
304," BATHURST ST ",""," BARTON AVE ","",1957-12-13T00:00:00.0000000,43.668148,-79.41238,2014-06-10T00:00:00.0000000,19364,2617
305," BATHURST ST ",""," DUPONT ST ","",1939-03-06T00:00:00.0000000,43.67314,-79.4143448,2015-04-11T00:00:00.0000000,20173,1975
306," BATHURST ST ",""," NINA ST ","",1949-05-10T00:00:00.0000000,43.6798134,-79.41699,2015-04-01T00:00:00.0000000,17065,840
307," BATHURST ST ",""," LONSDALE RD "," CLAXTON BLVD ",1955-01-01T00:00:00.0000000,43.6871834,-79.41994,2015-04-07T00:00:00.0000000,17157,508
308," BATHURST ST ",""," BURTON RD "," STRATHEARN RD ",1960-04-03T00:00:00.0000000,43.6919174,-79.421875,2015-04-01T00:00:00.0000000,19676,345
309," BATHURST ST ",""," ROSELAWN AVE "," ELM RIDGE DR ",1967-01-01T00:00:00.0000000,43.705204,-79.4263458,2012-10-22T00:00:00.0000000,17781,782
310," BATHURST ST ",""," BRIAR HILL AVE ","",1967-01-01T00:00:00.0000000,43.7079,-79.4270248,2015-04-01T00:00:00.0000000,20567,572
311," BATHURST ST ",""," VIEWMOUNT AVE ","",1962-06-09T00:00:00.0000000,43.710495,-79.42769,2015-03-31T00:00:00.0000000,18617,924
312," BATHURST ST ",""," GLENCAIRN AVE ","",1956-01-10T00:00:00.0000000,43.712326,-79.42813,2015-04-11T00:00:00.0000000,15498,1482
313," BATHURST ST ",""," SHELBOURNE AVE ","",1962-10-22T00:00:00.0000000,43.71598,-79.42897,2015-03-31T00:00:00.0000000,19333,1139
314," BATHURST ST ",""," SARANAC BLVD ","",1961-09-18T00:00:00.0000000,43.7230835,-79.4306259,2015-03-31T00:00:00.0000000,17368,687
315," BATHURST ST ",""," PRINCE CHARLES DR "," FAIRLAWN AVE ",1958-01-31T00:00:00.0000000,43.7249565,-79.43105,2012-04-26T00:00:00.0000000,17900,396
316," BATHURST ST ",""," RANEE AVE ","",1970-04-08T00:00:00.0000000,43.72696,-79.43151,2015-04-11T00:00:00.0000000,12621,666
317," BATHURST ST ",""," NEPTUNE DR ","",1958-01-31T00:00:00.0000000,43.7315331,-79.4326,2015-02-26T00:00:00.0000000,18391,991
318," BATHURST ST ",""," JOICEY BLVD "," MARQUETTE AVE ",1959-01-01T00:00:00.0000000,43.7339973,-79.4332,2018-02-28T00:00:00.0000000,19525,1340
319," SHERBOURNE ST ",""," SHUTER ST ","",1953-10-11T00:00:00.0000000,43.65617,-79.3700943,2009-07-21T00:00:00.0000000,9862,3786
320," BATHURST ST ",""," WILSON AVE ","",1956-09-14T00:00:00.0000000,43.7373619,-79.4340057,2015-03-28T00:00:00.0000000,25136,6296
321," BLOOR ST W ",""," BATHURST ST ","",1928-04-07T00:00:00.0000000,43.66513,-79.4112,2018-01-10T00:00:00.0000000,17508,12167
322," BLOOR ST W ",""," CHRISTIE ST "," GRACE ST ",1955-11-14T00:00:00.0000000,43.66346,-79.41884,2018-01-10T00:00:00.0000000,9761,5757
323," BLOOR ST W ",""," SHAW ST ","",1929-12-09T00:00:00.0000000,43.6625023,-79.4232559,2018-01-10T00:00:00.0000000,8690,2426
324," BLOOR ST W ",""," DOVERCOURT RD ","",1928-06-28T00:00:00.0000000,43.6611633,-79.42943,2010-05-05T00:00:00.0000000,14725,2966
325," DUFFERIN ST ",""," BLOOR ST W ","",1929-09-09T00:00:00.0000000,43.6598778,-79.43533,2016-06-11T00:00:00.0000000,20038,12277
326," BLOOR ST W ",""," LANSDOWNE AVE ","",1928-06-29T00:00:00.0000000,43.6583481,-79.44271,2010-05-18T00:00:00.0000000,17274,3872
327," DUNDAS ST W ",""," BLOOR ST W ","",1928-03-07T00:00:00.0000000,43.6563072,-79.45241,2015-04-11T00:00:00.0000000,19755,5303
328," BLOOR ST W ",""," KEELE ST "," PARKSIDE DR ",1928-02-08T00:00:00.0000000,43.654686,-79.45997,2017-01-12T00:00:00.0000000,24538,3018
329," BLOOR ST W ",""," HIGH PARK AVE "," COLBORNE LODGE DR ",1941-07-14T00:00:00.0000000,43.6535149,-79.46523,2017-01-12T00:00:00.0000000,13028,1996
330," BLOOR ST W ",""," CLENDENAN AVE ","",1952-12-12T00:00:00.0000000,43.652504,-79.47001,2017-01-12T00:00:00.0000000,12170,1826
331," BLOOR ST W ",""," RUNNYMEDE RD ","",1929-08-31T00:00:00.0000000,43.6511459,-79.47623,2017-01-12T00:00:00.0000000,14213,11632
332," BLOOR ST W ",""," WINDERMERE AVE ","",1952-09-14T00:00:00.0000000,43.6502647,-79.4804,2017-01-19T00:00:00.0000000,13640,5135
333," BLOOR ST W ",""," JANE ST ","",1948-09-12T00:00:00.0000000,43.64933,-79.48445,2017-01-12T00:00:00.0000000,17570,3485
334," BLOOR ST W ",""," SOUTH KINGSWAY ","",1967-01-01T00:00:00.0000000,43.648304,-79.4856949,2017-02-22T00:00:00.0000000,18595,1640
335," BLOOR ST W ",""," OLD MILL TRL ","",1958-01-31T00:00:00.0000000,43.6496429,-79.4954147,2017-01-12T00:00:00.0000000,15806,496
336," BLOOR ST W ",""," THE KINGSWAY "," OLD MILL RD ",1961-03-08T00:00:00.0000000,43.6500626,-79.4992752,2017-01-12T00:00:00.0000000,13797,213
337," BLOOR ST W ",""," PRINCE EDWARD DR N "," PRINCE EDWARD DR S ",1958-01-31T00:00:00.0000000,43.6486664,-79.50543,2010-05-18T00:00:00.0000000,21167,1187
